,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,target,date
556,36127490.0,158.6,161.83,158.27,21827400.0,157.06,158.92,156.67,20514810.0,156.07,157.4,155.69,159.26,08/09/17
557,32931110.0,177.32,177.47,173.66,38313330.0,178.65,179.12,177.62,22676520.0,178.5,180.24,178.07,175.24,03/20/18
558,26219110.0,100.0,100.46,99.74,23766360.0,99.56,100.0,99.34,36464530.0,98.7,100.13,98.6,99.83,07/21/16
559,20940020.0,171.05,171.21,169.25,23793830.0,168.99,170.66,168.42,31644240.0,172.4,173.94,170.34,170.1,02/12/19
560,57717870.0,115.29,119.25,115.11,41511380.0,116.55,116.79,114.22,33316990.0,117.05,118.11,116.08,118.98,12/07/15
561,23040480.0,236.39,237.65,234.88,24413480.0,234.9,238.13,234.67,41990210.0,232.95,237.64,232.31,233.37,10/16/19
562,34135230.0,119.2,119.92,118.85,43233950.0,117.64,119.75,116.76,46559730.0,115.76,117.49,115.5,119.27,11/23/15
563,53920550.0,93.13,95.7,93.04,46315620.0,96.52,96.92,93.69,46418230.0,95.86,97.33,95.19,94.29,02/09/16
564,26060430.0,159.26,161.27,159.11,36127490.0,158.6,161.83,158.27,21827400.0,157.06,158.92,156.67,159.9,08/10/17
565,41357180.0,351.46,353.2,344.72,34702230.0,333.25,345.68,332.58,50036510.0,344.72,347.8,334.22,355.15,06/17/20
566,22115100.0,115.92,116.86,115.81,21081620.0,115.85,116.51,115.75,28769220.0,115.8,116.33,114.76,116.78,01/06/17
567,35850220.0,94.0,94.07,92.68,40984160.0,95.2,95.9,93.82,56770080.0,94.2,95.74,93.68,93.37,05/06/16
568,28364850.0,185.22,188.0,184.7,38612290.0,183.52,184.35,180.28,32879090.0,186.93,190.9,186.76,184.66,05/22/19
569,33843130.0,313.17,316.5,310.32,41587090.0,300.35,307.9,300.21,39732270.0,304.51,309.79,301.53,315.03,05/19/20
570,58133850.0,148.3,157.23,146.72,37169230.0,148.15,151.55,146.59,95497900.0,156.86,158.16,149.63,155.84,12/27/18
571,91046560.0,209.55,213.65,205.43,52954070.0,219.05,222.36,216.81,38016810.0,216.88,220.45,216.62,204.3,11/05/18
572,21634520.0,112.71,113.05,112.28,36340670.0,112.46,113.37,111.8,35850010.0,113.16,113.8,111.8,113.06,10/04/16
573,22117750.0,138.74,138.79,137.05,18695500.0,138.95,139.8,138.82,17439210.0,139.06,139.98,138.79,139.25,03/10/17
574,22409110.0,187.6,188.75,186.87,17186760.0,188.23,189.65,187.65,23129400.0,188.77,188.84,186.21,187.72,05/30/18
575,55548830.0,297.26,304.18,289.23,32426420.0,318.62,320.45,310.5,25141490.0,322.63,324.65,318.21,300.95,02/25/20
576,50455070.0,250.9,263.11,249.38,32470020.0,242.8,245.7,238.97,41483490.0,240.34,245.15,236.9,270.8,04/07/20
577,31440300.0,188.35,188.99,185.92,26148590.0,185.8,188.39,185.79,39017490.0,184.85,187.33,183.74,186.23,03/20/19
578,21513990.0,200.37,200.61,198.03,21124240.0,199.68,199.88,197.31,26551000.0,196.05,200.29,195.21,198.8,06/21/19
579,64678220.0,112.18,112.68,109.79,46810020.0,115.19,115.39,112.85,29158640.0,116.04,116.94,115.51,111.94,12/15/15
580,31801970.0,225.75,226.84,222.52,41411350.0,223.52,228.35,222.57,49118510.0,224.94,225.0,219.84,222.15,09/17/18
581,45870130.0,95.0,96.84,94.08,37190500.0,95.42,96.04,94.28,40814360.0,96.47,96.71,95.4,95.86,02/04/16
582,50832950.0,126.2,127.09,125.06,115288400.0,121.99,125.5,121.99,73006780.0,132.85,132.92,130.32,125.32,07/24/15
583,32443110.0,204.29,208.84,203.5,20892380.0,210.89,211.84,210.23,31996320.0,209.84,212.65,208.13,205.88,05/07/19
584,34806250.0,118.75,118.81,116.86,38063130.0,117.99,119.41,117.75,13046450.0,118.29,118.41,117.6,117.05,12/02/15
585,16956290.0,173.5,174.5,173.4,25129510.0,175.11,175.38,174.27,29422610.0,175.11,176.1,173.14,173.04,11/14/17
586,63140170.0,246.52,258.68,246.36,75900510.0,250.75,258.25,244.3,71882770.0,236.36,247.69,234.3,252.75,03/27/20
587,25093670.0,263.68,265.78,263.01,22395560.0,263.75,264.88,262.1,25817590.0,261.13,264.78,261.07,265.8,11/18/19
588,34437040.0,267.78,272.56,267.32,19723390.0,268.81,271.1,268.5,22632380.0,268.6,270.07,265.86,271.46,12/13/19
589,42268040.0,99.6,100.4,98.82,36299460.0,99.44,100.47,99.25,56293490.0,99.68,100.73,98.64,99.02,06/01/16
590,25649890.0,160.14,162.0,159.93,25184600.0,159.65,160.56,159.27,19782170.0,160.43,160.74,158.55,160.1,08/29/17
591,28204640.0,174.65,175.57,172.85,36054570.0,172.86,175.08,172.35,31384720.0,167.41,171.66,167.28,172.4,02/07/19
592,31110640.0,198.68,199.5,197.05,20899720.0,200.29,201.57,199.57,26067510.0,197.77,200.99,197.35,203.17,07/01/19
593,19201820.0,153.84,154.17,152.67,19906170.0,154.9,154.9,153.31,22930630.0,154.0,154.58,152.91,153.73,05/25/17
594,28540490.0,230.05,233.47,229.78,24435010.0,227.25,230.0,226.63,23171020.0,227.95,229.42,226.35,230.78,10/04/18
595,21144040.0,155.25,155.54,154.4,21017560.0,155.02,155.98,154.48,26591850.0,153.9,155.81,153.78,155.19,06/09/17
596,36362440.0,137.89,140.15,137.6,23446340.0,137.08,137.44,136.7,20222210.0,137.14,137.44,136.28,140.0,03/02/17
597,23495990.0,320.0,324.57,320.0,38190550.0,315.36,319.75,314.61,20028450.0,324.74,325.98,322.85,322.63,02/20/20
598,23317990.0,96.75,97.65,96.73,28877500.0,96.49,96.89,96.05,24460850.0,95.7,96.5,95.62,97.17,07/12/16
599,21081620.0,115.85,116.51,115.75,28769220.0,115.8,116.33,114.76,30555900.0,116.65,117.2,115.43,115.92,01/05/17
600,52960810.0,98.41,98.65,95.5,79356010.0,96.2,97.71,95.36,63000140.0,97.96,100.48,95.74,95.1,01/20/16
601,22684000.0,241.16,242.2,239.62,22367480.0,237.52,240.99,237.32,24377170.0,234.59,237.58,234.29,242.1,10/23/19
602,49696100.0,191.66,192.88,184.58,43751810.0,191.51,191.98,186.6,42287640.0,195.34,197.69,190.78,188.75,03/27/19
603,79763890.0,115.12,116.13,114.04,90398170.0,113.86,115.73,113.49,111186900.0,108.73,113.03,108.6,115.19,09/19/16
604,24413480.0,234.9,238.13,234.67,41990210.0,232.95,237.64,232.31,28962980.0,227.93,230.44,227.3,236.39,10/15/19
605,27553750.0,95.39,95.4,94.46,25982080.0,95.49,96.47,95.33,35783320.0,94.44,95.77,94.3,94.6,07/06/16
606,34581850.0,164.88,172.01,164.77,30237640.0,167.64,168.75,164.88,37425640.0,167.88,168.94,164.47,172.58,04/05/18
607,47800590.0,198.8,200.85,198.15,21513990.0,200.37,200.61,198.03,21124240.0,199.68,199.88,197.31,198.54,06/24/19
608,30889270.0,226.27,229.93,225.84,34755550.0,225.64,227.49,223.89,30352690.0,218.43,220.96,215.13,225.82,10/08/19
609,20191840.0,203.31,204.39,201.71,17897140.0,201.85,203.73,201.56,20578020.0,199.2,201.51,198.81,202.45,07/12/19
610,28432570.0,321.47,327.22,321.47,23580780.0,323.6,323.9,318.71,27337220.0,314.18,321.55,313.85,324.19,02/13/20
611,26148590.0,185.8,188.39,185.79,39017490.0,184.85,187.33,183.74,23527660.0,183.9,184.1,182.56,188.35,03/19/19
612,33364400.0,195.41,199.56,193.82,35824790.0,196.31,198.07,194.04,52392970.0,197.99,198.65,192.58,200.2,08/08/19
613,20710390.0,188.95,189.56,187.53,29771210.0,188.75,189.76,186.55,49696100.0,191.66,192.88,184.58,189.83,03/29/19
614,38426060.0,172.8,176.3,172.45,48706170.0,178.54,179.78,172.66,37568080.0,179.26,180.62,178.05,175.21,03/05/18
615,20670830.0,191.78,192.43,190.17,20182050.0,189.69,192.55,189.69,16365720.0,191.78,191.8,189.93,190.68,07/23/18
616,21162560.0,210.16,210.45,207.2,21007650.0,208.5,209.32,206.66,15957630.0,204.1,205.72,203.32,206.43,09/03/19
617,38794930.0,111.78,112.0,110.53,37622200.0,110.93,112.1,110.49,44434220.0,111.29,111.52,109.56,110.8,10/19/15
618,34770480.0,172.37,174.99,171.72,59332210.0,174.0,174.26,171.12,39668100.0,167.64,168.5,165.28,173.91,11/07/17
619,35661200.0,152.5,153.97,150.86,45034370.0,151.29,154.53,149.63,40622910.0,149.56,151.82,148.52,152.88,01/11/19
620,18653380.0,174.59,175.49,174.49,23751690.0,173.16,174.3,173.0,21532200.0,174.55,175.06,173.41,176.18,01/12/18
621,20679270.0,210.16,210.56,208.26,25864510.0,207.7,210.95,207.7,24592460.0,207.36,209.1,206.67,209.22,08/15/18
622,27825140.0,175.21,177.74,174.52,38426060.0,172.8,176.3,172.45,48706170.0,178.54,179.78,172.66,177.91,03/06/18
623,30555900.0,116.65,117.2,115.43,14979680.0,116.45,117.11,116.4,20686510.0,117.52,118.02,116.2,115.8,01/03/17
624,67812280.0,199.13,201.76,197.31,37847260.0,190.3,192.14,189.34,20912890.0,191.9,192.2,189.07,200.58,08/02/18
625,18083080.0,187.19,187.81,186.13,17014490.0,188.0,188.91,186.36,19046600.0,186.07,188.46,186.0,188.0,05/21/18
626,46717770.0,111.74,111.77,109.41,48702200.0,110.63,111.74,109.77,52033100.0,109.88,111.37,109.07,110.19,10/08/15
627,19238480.0,175.94,176.0,174.54,27413060.0,175.69,177.75,173.97,25737560.0,174.28,175.15,172.89,174.67,03/06/19
628,85349340.0,282.28,301.44,277.72,106721200.0,257.26,278.41,256.37,80151380.0,281.1,286.0,272.96,303.67,03/03/20
629,36387880.0,175.04,175.09,171.26,19620520.0,175.24,176.8,174.94,32931110.0,177.32,177.47,173.66,170.0,03/22/18
630,16331260.0,262.59,263.18,260.84,30348780.0,263.69,264.01,261.18,26609920.0,265.54,266.08,260.4,262.71,11/25/19
631,23839880.0,108.71,108.9,107.76,26296260.0,108.23,108.94,108.01,28010430.0,107.52,108.37,107.16,108.52,08/11/16
632,24431920.0,210.62,212.73,210.03,28813620.0,204.28,207.16,203.84,27883360.0,203.46,205.14,199.67,210.88,08/20/19
633,51467440.0,163.09,163.4,159.07,68171940.0,154.83,163.72,154.0,72215320.0,159.1,163.88,156.0,160.29,02/08/18
634,24487200.0,136.23,136.75,135.98,22163280.0,135.1,135.83,135.1,22539860.0,135.67,135.9,134.84,136.43,02/22/17
635,27817640.0,173.21,175.0,172.73,16991610.0,173.71,175.3,173.17,21846400.0,174.16,175.87,173.95,174.32,02/28/19
636,11362050.0,203.28,204.44,202.69,16935220.0,201.41,203.13,201.36,27316740.0,203.17,204.49,200.65,203.35,07/05/19
637,27236290.0,152.45,154.07,152.31,25779060.0,153.63,153.94,152.11,38907940.0,153.87,154.88,153.45,154.7,05/12/17
638,20400770.0,217.15,218.74,216.33,18457720.0,216.6,216.9,215.11,18505780.0,214.65,217.05,214.6,219.01,08/28/18
639,45941750.0,176.73,181.29,174.93,41156140.0,171.51,174.77,170.88,44662320.0,174.24,174.95,170.26,182.66,11/29/18
640,30790930.0,108.53,110.25,108.11,26538700.0,110.98,111.46,109.55,28174980.0,111.4,112.35,111.23,110.08,11/07/16
641,53075960.0,112.17,113.31,111.54,83825220.0,112.23,113.24,110.02,96531890.0,107.09,109.89,105.05,112.03,08/31/15
642,36464530.0,98.7,100.13,98.6,30031410.0,98.92,99.3,98.5,38885980.0,97.39,98.99,97.32,99.56,07/19/16
643,19690420.0,149.9,150.33,148.13,17192770.0,149.89,150.23,149.19,32429770.0,153.75,153.99,147.3,149.1,08/01/17
644,12506830.0,191.08,191.84,190.9,18000180.0,189.53,191.41,189.31,18776390.0,188.5,189.78,187.61,191.52,07/16/18
645,19362290.0,214.05,214.42,212.51,23946880.0,212.0,213.97,211.51,19216820.0,208.39,209.48,207.32,214.84,09/09/19
646,27368840.0,102.24,102.28,101.5,33490630.0,101.41,102.24,100.15,27148530.0,101.31,101.58,100.27,101.91,03/14/16
647,27607370.0,161.94,162.51,160.15,29377630.0,160.66,162.2,160.14,22074760.0,159.32,160.21,158.75,160.52,08/17/17
648,54851010.0,116.53,119.99,116.53,38610120.0,114.58,116.25,114.5,52828890.0,115.97,116.5,114.12,117.81,08/11/15
649,20848660.0,174.17,176.02,174.1,23451420.0,174.87,175.42,173.25,27393660.0,175.03,175.39,174.09,174.68,12/22/17
650,40827260.0,116.04,117.65,115.5,42876370.0,114.32,116.31,114.01,48407640.0,116.04,116.4,114.54,116.43,08/18/15
651,38763700.0,205.88,207.42,200.83,32443110.0,204.29,208.84,203.5,20892380.0,210.89,211.84,210.23,201.9,05/08/19
652,47539790.0,201.02,212.14,200.83,22481890.0,199.62,202.05,199.15,24619750.0,201.3,202.76,199.29,203.16,08/14/19
653,17154540.0,171.8,172.37,170.3,25323890.0,171.19,173.32,170.99,18958570.0,169.71,171.44,169.49,171.58,02/22/19
654,29027340.0,217.71,221.38,216.75,39992120.0,222.6,224.23,214.54,38681170.0,215.83,223.25,214.7,215.9,10/26/18
655,39735110.0,169.95,171.67,168.5,41484540.0,170.43,172.14,168.44,41459120.0,172.63,172.92,167.16,172.48,12/04/17
656,56293490.0,99.68,100.73,98.64,38258300.0,98.67,99.74,98.11,35074380.0,97.22,98.09,96.84,99.44,05/27/16
657,22187880.0,222.01,223.76,220.37,25643090.0,221.06,222.85,219.44,18386470.0,219.96,220.82,219.12,221.38,09/20/19
658,49250500.0,255.6,262.49,252.0,41994110.0,250.74,255.52,249.4,51054150.0,252.75,255.87,247.05,246.5,04/01/20
659,26604140.0,157.05,157.21,155.02,69726440.0,159.28,159.75,156.16,33669020.0,149.1,150.22,148.41,156.07,08/04/17
660,16861450.0,155.97,156.98,155.75,15603520.0,156.06,158.0,155.1,16243080.0,155.81,156.73,155.49,156.35,10/12/17
661,24110330.0,143.02,143.5,142.41,21550270.0,143.69,144.79,142.72,14277850.0,144.88,145.3,143.1,142.9,07/07/17
662,39668100.0,167.64,168.5,165.28,33482970.0,169.87,169.94,165.61,35779520.0,167.9,169.65,166.94,174.0,11/03/17
663,23285760.0,170.49,171.0,168.82,25656110.0,169.03,170.44,168.91,28397810.0,167.5,170.2,166.46,169.2,12/11/17
664,29422610.0,175.11,176.1,173.14,24358920.0,174.66,176.24,174.33,24332120.0,173.91,175.25,173.6,175.11,11/10/17
665,42223820.0,262.74,267.37,261.23,50721830.0,270.8,271.7,259.0,50455070.0,250.9,263.11,249.38,268.7,04/09/20
666,25554290.0,119.4,120.09,119.37,23687350.0,120.0,120.5,119.71,34412090.0,118.34,120.24,118.22,120.45,01/20/17
667,35738280.0,200.32,202.85,199.23,25829880.0,196.42,200.23,196.34,18473070.0,196.45,197.1,195.93,198.68,04/10/19
668,43751810.0,191.51,191.98,186.6,42287640.0,195.34,197.69,190.78,50943120.0,190.02,196.33,189.81,191.66,03/26/19
669,26645130.0,107.9,108.3,107.51,26393770.0,107.7,108.0,106.82,26675250.0,106.14,106.8,105.62,107.83,09/07/16
670,37977020.0,95.87,97.19,95.67,31834020.0,94.64,95.43,94.52,30417880.0,94.64,94.64,93.57,97.22,05/24/16
671,71574560.0,162.61,163.96,158.77,31506890.0,160.5,162.05,159.89,28411740.0,160.86,161.15,158.53,159.87,09/13/17
672,40290580.0,98.25,98.84,96.92,28218240.0,99.26,99.3,98.31,32690080.0,99.83,101.0,99.13,96.82,07/26/16
673,25111310.0,149.99,150.44,148.88,17170490.0,151.5,151.74,150.19,20859830.0,150.48,151.42,149.95,150.58,07/24/17
674,22986960.0,144.45,144.96,143.78,31450520.0,144.71,145.13,142.28,22052920.0,144.49,146.11,143.16,144.88,07/03/17
675,18904680.0,143.6,143.88,142.9,16658660.0,143.73,144.18,143.27,21131040.0,144.29,144.52,143.45,142.94,04/11/17
676,29922650.0,120.45,120.45,119.73,25554290.0,119.4,120.09,119.37,23687350.0,120.0,120.5,119.71,120.0,01/23/17
677,41994110.0,250.74,255.52,249.4,51054150.0,252.75,255.87,247.05,63140170.0,246.52,258.68,246.36,255.6,03/31/20
678,71937310.0,99.93,100.88,98.07,51529980.0,101.52,101.53,99.21,65648660.0,98.63,101.46,98.37,96.04,01/27/16
679,15603520.0,156.06,158.0,155.1,16243080.0,155.81,156.73,155.49,17223790.0,154.97,155.49,154.56,155.97,10/11/17
680,40170200.0,97.6,97.84,96.63,29139100.0,99.02,99.54,98.33,42268040.0,99.6,100.4,98.82,97.79,06/03/16
681,45114590.0,102.65,105.72,102.53,46461610.0,104.64,105.72,103.13,52955310.0,107.25,107.27,105.24,107.51,09/13/16
682,18969700.0,159.78,160.87,159.23,24093300.0,157.9,160.0,157.65,16367780.0,156.73,157.28,156.41,160.42,10/18/17
683,41511380.0,116.55,116.79,114.22,33316990.0,117.05,118.11,116.08,34806250.0,118.75,118.81,116.86,115.29,12/04/15
684,36937800.0,295.06,301.0,294.46,33391990.0,289.17,293.69,286.32,60154180.0,286.25,299.0,285.85,300.46,05/06/20
685,40613260.0,166.11,169.0,164.56,60800480.0,163.25,166.15,160.23,39914850.0,156.25,158.13,154.11,166.96,02/01/19
686,41523580.0,182.66,182.8,177.7,45941750.0,176.73,181.29,174.93,41156140.0,171.51,174.77,170.88,180.29,11/30/18
687,26208970.0,156.6,158.57,156.07,39636190.0,159.9,160.0,154.63,26060430.0,159.26,161.27,159.11,159.32,08/14/17
688,33290830.0,228.99,229.67,225.1,27363960.0,228.41,229.18,226.63,43177540.0,226.51,228.87,226.0,226.23,09/06/18
689,15515000.0,189.75,191.87,189.2,15009800.0,191.52,192.65,190.42,12506830.0,191.08,191.84,190.9,191.78,07/18/18
690,22401040.0,172.23,173.92,171.7,28567110.0,173.0,174.0,171.53,28976200.0,169.88,173.09,169.85,173.41,04/12/18
691,34494150.0,113.05,114.12,112.51,46937190.0,115.19,116.18,113.25,79763890.0,115.12,116.13,114.04,113.85,09/21/16
692,33498270.0,145.1,147.2,144.96,20783460.0,144.09,144.3,143.27,14198660.0,143.92,144.16,143.31,147.54,05/02/17
693,51054150.0,252.75,255.87,247.05,63140170.0,246.52,258.68,246.36,75900510.0,250.75,258.25,244.3,250.74,03/30/20
694,31777930.0,213.86,216.78,211.71,27309400.0,214.84,216.44,211.07,19362290.0,214.05,214.42,212.51,218.07,09/11/19
695,17272900.0,235.09,236.15,233.52,19286690.0,233.37,235.24,233.2,23040480.0,236.39,237.65,234.88,234.59,10/18/19
696,52411070.0,114.42,114.79,111.55,31048170.0,114.35,114.94,114.0,35951900.0,113.85,113.99,112.44,111.64,09/26/16
697,37353670.0,176.35,179.39,176.21,33772050.0,173.67,175.65,173.54,30953760.0,171.8,173.95,171.71,179.1,02/27/18
698,26167950.0,189.49,190.06,187.45,27942430.0,187.74,190.37,187.65,23141260.0,186.55,187.4,185.22,189.01,05/14/18
699,23589930.0,173.44,175.37,173.05,22342650.0,172.54,173.47,172.08,29461040.0,172.53,174.55,171.96,174.35,01/08/18
700,37708360.0,98.69,99.12,97.1,31672220.0,98.53,99.35,98.48,26575570.0,98.5,99.99,98.46,97.32,06/14/16
701,29461040.0,172.53,174.55,171.96,25400540.0,170.16,172.3,169.26,25938760.0,170.52,170.59,169.22,172.54,01/04/18
702,31450520.0,144.71,145.13,142.28,22052920.0,144.49,146.11,143.16,24725210.0,145.01,146.16,143.62,144.45,06/30/17
703,36633880.0,297.15,300.58,296.5,33911860.0,296.24,300.6,295.19,25247630.0,289.93,293.68,289.52,293.79,01/06/20
704,40984540.0,168.39,169.92,164.94,41335980.0,170.0,172.68,168.6,36387880.0,175.04,175.09,171.26,168.07,03/26/18
705,14669140.0,192.9,194.96,192.17,18761470.0,191.55,193.59,190.3,21674630.0,194.7,196.79,193.6,196.05,06/18/19
706,25643090.0,221.06,222.85,219.44,18386470.0,219.96,220.82,219.12,21158140.0,217.73,220.13,217.56,222.01,09/19/19
707,36396590.0,166.84,166.92,164.09,65270950.0,170.6,171.22,165.43,34693280.0,174.95,175.39,172.66,165.67,04/24/18
708,29771210.0,188.75,189.76,186.55,49696100.0,191.66,192.88,184.58,43751810.0,191.51,191.98,186.6,188.95,03/28/19
709,12119710.0,284.69,284.89,282.92,24677880.0,280.53,284.25,280.37,69032740.0,282.23,282.65,278.56,284.82,12/26/19
710,19966590.0,186.35,188.5,185.76,15228270.0,188.38,188.88,186.78,18383080.0,188.0,189.27,186.91,188.77,05/24/18
711,42557530.0,185.18,187.67,184.75,56137230.0,178.25,184.25,178.17,33944110.0,175.88,177.5,174.44,184.99,05/08/18
712,28310840.0,109.72,110.54,109.66,27623150.0,109.81,110.35,108.83,58724080.0,106.7,110.23,106.6,110.12,11/21/16
713,31639010.0,105.66,106.57,105.64,24817940.0,105.8,106.5,105.5,24900130.0,106.62,107.44,106.29,106.14,09/01/16
714,53142590.0,112.49,112.78,110.04,61681250.0,110.23,112.34,109.13,76562170.0,110.15,111.88,107.36,108.97,09/04/15
715,45479260.0,120.79,123.49,120.7,32152870.0,119.87,121.36,119.61,49305220.0,120.99,121.22,119.45,123.13,11/04/15
716,21236850.0,108.59,109.32,108.53,25784420.0,108.86,109.1,107.85,25108890.0,108.77,109.69,108.36,108.57,08/24/16
717,47844490.0,93.97,94.08,92.4,68388840.0,93.99,94.72,92.51,82107120.0,97.61,97.88,94.25,94.2,05/03/16
718,19970040.0,143.71,144.12,143.05,19576480.0,143.72,144.27,143.01,21189000.0,144.19,144.5,143.5,143.25,04/04/17
719,33861320.0,351.34,359.46,351.15,66118950.0,354.64,356.56,345.15,24205100.0,351.41,353.45,349.22,364.0,06/23/20
720,20254650.0,317.75,322.35,317.21,38399530.0,319.25,321.15,316.47,33449100.0,316.77,323.44,315.63,320.75,06/02/20
721,22277930.0,203.65,207.23,203.61,20929310.0,205.79,206.5,202.36,18582160.0,204.0,205.88,203.7,208.46,07/23/19
722,30912260.0,106.96,109.43,106.86,26639930.0,107.59,107.69,106.18,13596680.0,109.0,109.0,107.95,108.58,12/30/15
723,28053230.0,184.99,186.22,183.67,42557530.0,185.18,187.67,184.75,56137230.0,178.25,184.25,178.17,186.55,05/09/18
724,40387960.0,92.9,93.66,92.14,45595680.0,93.0,93.05,91.5,75219710.0,92.91,94.66,92.65,93.97,06/29/16
725,30348780.0,263.69,264.01,261.18,26609920.0,265.54,266.08,260.4,19069600.0,267.9,268.0,265.39,262.59,11/22/19
726,57097740.0,111.09,111.09,105.83,59118740.0,109.88,111.32,108.05,24129630.0,110.31,111.72,109.7,107.12,11/11/16
727,30480880.0,311.85,315.5,309.55,40653460.0,316.7,317.57,312.17,30521720.0,311.64,317.07,311.15,313.59,01/16/20
728,16412270.0,171.0,171.85,170.48,21477380.0,170.1,170.78,169.71,33113340.0,170.8,171.47,169.68,170.52,12/29/17
729,16866820.0,204.59,206.11,203.5,16947420.0,204.09,205.87,204.0,17595210.0,202.45,204.0,202.2,204.05,07/17/19
730,36547440.0,203.16,206.44,202.59,47539790.0,201.02,212.14,200.83,22481890.0,199.62,202.05,199.15,203.46,08/15/19
731,23907540.0,156.61,157.75,155.96,42357420.0,156.75,157.08,155.02,16252850.0,160.42,160.71,159.6,156.89,10/23/17
732,49305220.0,120.99,121.22,119.45,51106100.0,118.7,120.69,118.27,85436210.0,116.93,119.3,116.06,119.87,11/02/15
733,28508710.0,113.7,114.34,113.13,21400410.0,113.4,113.66,112.69,29707270.0,113.06,114.31,112.63,114.31,10/07/16
734,127246600.0,110.43,111.9,105.65,68176940.0,114.08,114.35,111.63,48079330.0,116.1,116.52,114.68,94.87,08/24/15
735,37512930.0,117.35,117.98,116.75,63963010.0,117.7,118.69,116.2,36087910.0,115.02,116.75,114.72,116.79,10/13/16
736,27215770.0,163.8,163.89,162.61,29451050.0,160.1,163.12,160.0,25649890.0,160.14,162.0,159.93,163.64,08/31/17
737,28769220.0,115.8,116.33,114.76,30555900.0,116.65,117.2,115.43,14979680.0,116.45,117.11,116.4,115.85,01/04/17
738,62317430.0,200.58,208.38,200.35,67812280.0,199.13,201.76,197.31,37847260.0,190.3,192.14,189.34,207.03,08/03/18
739,32755730.0,268.31,273.7,265.83,40529120.0,268.7,270.07,264.7,42223820.0,262.74,267.37,261.23,280.0,04/14/20
740,52126240.0,157.9,158.26,153.83,20565620.0,159.51,159.77,158.44,28157630.0,160.11,160.5,158.0,155.8,09/21/17
741,18582160.0,204.0,205.88,203.7,14107450.0,204.05,205.09,203.27,16866820.0,204.59,206.11,203.5,205.79,07/19/19
742,26160560.0,109.5,110.36,109.19,34113880.0,110.0,110.03,108.25,26481320.0,109.17,110.09,108.85,109.26,12/07/16
743,27623150.0,109.81,110.35,108.83,58724080.0,106.7,110.23,106.6,32230590.0,106.57,107.68,106.16,109.72,11/18/16
744,28001190.0,285.08,285.83,278.2,29271890.0,281.8,284.54,279.95,31627180.0,277.2,283.01,277.0,284.73,04/29/20
745,38885980.0,97.39,98.99,97.32,25879680.0,97.41,97.67,96.84,24129530.0,97.17,97.7,97.12,98.92,07/15/16
746,32234520.0,166.87,168.44,166.5,45635470.0,165.53,167.37,164.7,50565420.0,170.16,170.16,167.07,167.17,02/01/18
747,46820600.0,117.95,118.36,117.31,23492650.0,117.1,117.74,117.0,22527690.0,116.81,116.91,116.28,114.31,10/26/16
748,29800240.0,111.64,113.39,111.55,52411070.0,114.42,114.79,111.55,31048170.0,114.35,114.94,114.0,113.0,09/27/16
749,27054320.0,111.43,112.47,111.39,11475920.0,111.13,111.87,110.95,27420550.0,111.36,111.51,110.33,110.78,11/29/16
750,41483490.0,240.34,245.15,236.9,44054640.0,246.5,248.72,239.13,49250500.0,255.6,262.49,252.0,242.8,04/03/20
751,27009520.0,200.2,203.53,199.39,33364400.0,195.41,199.56,193.82,35824790.0,196.31,198.07,194.04,201.3,08/09/19
752,26675250.0,106.14,106.8,105.62,31639010.0,105.66,106.57,105.64,24817940.0,105.8,106.5,105.5,107.7,09/02/16
753,38610120.0,114.58,116.25,114.5,52828890.0,115.97,116.5,114.12,99202400.0,112.95,117.44,112.1,116.53,08/10/15
754,26639930.0,107.59,107.69,106.18,13596680.0,109.0,109.0,107.95,32618140.0,107.27,108.85,107.2,106.96,12/29/15
755,81013970.0,247.51,257.61,238.4,80605870.0,241.95,259.08,240.0,92683030.0,264.89,279.92,252.95,239.77,03/18/20
756,29491910.0,163.75,164.25,160.56,16564340.0,164.8,164.94,163.63,26729940.0,163.64,164.52,163.48,162.71,09/06/17
757,39824200.0,173.68,175.15,166.92,36778560.0,168.07,173.1,166.44,40984540.0,168.39,169.92,164.94,167.25,03/28/18
758,43700570.0,141.0,141.0,139.89,19173780.0,140.72,141.02,140.26,25676720.0,139.41,140.75,139.03,140.4,03/20/17
759,36054570.0,172.86,175.08,172.35,31384720.0,167.41,171.66,167.28,32644590.0,166.96,168.98,165.93,174.65,02/06/19
760,21905160.0,162.09,162.24,160.36,21610300.0,162.71,162.99,160.52,29491910.0,163.75,164.25,160.56,160.86,09/08/17
761,44223040.0,90.0,91.67,90.0,76183460.0,92.72,92.78,89.47,28641180.0,93.48,93.57,92.46,92.39,05/16/16
762,20028450.0,324.74,325.98,322.85,23686890.0,324.19,326.22,323.35,28432570.0,321.47,327.22,321.47,315.36,02/18/20
763,18369300.0,243.16,246.73,242.88,17916260.0,244.51,244.8,241.81,19932550.0,242.1,243.24,241.22,247.42,10/28/19
764,31123000.0,175.49,179.12,175.35,23985960.0,170.32,173.07,169.5,24755470.0,173.87,174.44,172.02,180.0,03/12/19
765,30417880.0,94.64,94.64,93.57,42009830.0,94.16,95.21,93.89,46858910.0,94.55,94.7,93.01,94.64,05/20/16
766,26083030.0,119.11,119.62,118.81,27057550.0,118.9,119.3,118.21,27453130.0,118.74,119.93,118.6,118.34,01/17/17
